,id,text_n,is_sarcastic
891,1091,"Обратила внимание на неприятный голос, хотя на рекламу давно не реагирую. А вывод, ха! Сработало. Мерзко, противно слуху, а работает",1
892,855,"Общение было только через личный кабинет в чате .
Более 3х лет являлась клиентом Мегафона. Перешла из МТС и была очень приятно удивлена связью хорошей, тарифами с адекватными ценами. С каждым годом , жить стало «веселее» : то стоимость тарифа росла, то необходимо перейти на другой тариф, так как этот архивный и его закрывают. Ок,... ",1
894,691,"Объяснять наверное не нужно, во что превратилась эта площадка с марта месяца этого года. Единственное что авито научилась хорошо делать))) это грести лавэ за тарифы в замен на блокировки без объяснения причин. Благо люди начали просыпаться и потихоньку сворачиваться с данного карнавала))) Смысл находится здесь))) если ничего нельзя, одни запреты, блочат как покупателей так и продавцов. Пожелать данным циркачам можно... ",1
904,618,Одна звезда много!!!! Компания просто полное несоответствие. Не могут не хотят. Отправил груз в Сухум и все.... Месяц идет с их слов. Кошмар,1
905,991,"Одна звёзда это уже слишком шикарно для этого недооператора. С 2015 года пользуюсь этим как оказалось дном. Раньше по одному из моих адресов было типа 4g, а теперь даже 2g нет.",1
908,300,"Одни обманы и надувательства и неуважение. И компания ни разу не вышла на связь чтобы помочь и решить проблемы. Ни разу!!!! Только смс шлют что с вами свяжутся и все.....
Позор мтс!!!!!! Всегда игнор и удаление отзыва, хорошая работа)))",1
909,2026,"Одно и тоже изо дня в день по 2 раза в день - как все плохо у других и что голубизна в европе замерзнет, проблемы негров и траституток. Своих проблем нет, все хорошо у нас, все по плану!
Ужасная манера разговора Скабеевой также раздражает. Перестали смотреть эту помойку.",1
916,331,"Операторы деревянные (это если повезло дозвониться) , техники ленивые и необразованные

(работу свою делать не хотят) , почти в каждом салоне связи сотрудники грубые и некомпетентные

(на любой вопрос непонимание элементарных вещей и раздражительность) ! И это так по всей России.

Зато в любой рекламе слышим ""мы самые лучшие!"".",1
922,752,"Осталось у меня до пенсии 1300, до пенсии 10 дней, Ну думаю, ладно проживу на хлебе да на картошке с капустой, благо эти овощи еще не подорожали, правда хлеб у нас около 80 руб, но мне на день и половинки хватит. И прилетело вчера мне ""счастье"" от Сбермаркета. Промокод на 600 руб от 1490. Действует всего 2 дня.... ",1
923,238,Остался не приятный осадок .В общем то мне очень нравилось это приложение. И вот сюрприз..Вызываю я такси (стараюсь ловить момент подешевле)249р. я ура еду на дачу и цена приемлимая .Но на этом все и закончилось я имею виду радось.А я часто ездила так на дачу. Выхожу подхожу к такси .Смотрю таксист выходи думаю помочь мне . А он вы знаете... ,1
927,617,"Отвратительная компания : в приемном пункте приняли вещи,проверили,но в приемный пункт пришли сумки оказывается вскрытые,а замотано всё как положено,я не могла и подумать ,что у этой компании хорошо воры работают.И главное камер у них нет,они не могут объяснить,где произошла пропажа,и сразу в отказ: может вы сами взяли и достали вещи,а нам предъявляете. Какие мелочные сотрудники! Даже нитки с иголкой спёрли!!!... ",1
928,598,"Отвратительная компания, доставка из города удаленностью 120 км от моего местонахождения 7 дней. Смех да и только! Никогда больше не буду ими пользоваться",1
934,1093,"Отвратительный автоответчик. Хочу ждать ответа и слушать обычные гудки столько, сколько могу и хочу! Зачем вклинивается робот с ужасным голосом и ненужными советами. Не нужна мне такая ""помощь""",1
945,596,"Отправила посылку 1326403263 в Киргизию из Тюмени 31 марта 2022 , сроки доставки заявленные 4-11 дней. Отправление должно было ехать землей в Екатеринбург, от туда уже в Петропавловск и через Казахстан в Киргизию. 4 числа оно действительно приехало в Петропавловск (Казахстан), а дольше- о чудо, оно поехало в Пермь??? Там посылка пролежала без движения 7 дней (хотя я оборвала тел.... ",1
946,579,"Отправила посылку сыну который несёт срочную службу в Валуйском районе Белгородской обл. (в то время как кто-то просто перепутал адрес поставки) и что в результате, путь следования посылки:
-город отправления
-Москва
-Белгород
-А-й р-он
-В-й р-он
- и о чудо, опять БЕЛГОРОД!!!!

Вы в своем уме!!!! Срок поставки обещали 3 рабочих дня результат неделя и это ещё не окончательно!!!!
Оператор горячей линии обещала звонок от менеджера компании... ",1
957,263,Очень дорого!!! Нет связи с водителем. Ни разу причем не смогла связаться. Встанут вот и ищи их. Охрененный сервис,1
960,903,"Очень интересная компания. Отъем денег на ровном месте и совершенно законно) Сменила тариф на симке в роуте, моя ошибка – не прочитала описание от корки до корки. Итог: за 1 день на новом тарифе для смартфонов 450 рублей (тариф за месяц, невозвратно), за смену тарифа на подходящий 150 руб., и собственно сам новый тариф 600 рэ.
Это ещё не все,... ",1
961,1375,"Очень интересный магазин. Я приведу один пример или возможную схему торговли, а судя по отзывам их множество. При оформлении заказа обращайте внимание на картинку с товаром, в нижнем правом углу значек (перечеркнутая полукруглая стрелка) возврат товара невозможен, самое интересное что значек появляется после оформления товара и его оплаты, а если покупатель уже оплативший этот товар передумает (испугается) покупать подозрительный товар... ",1
963,601,"Очень не довольна, всегда груз отдавали другому лицу, а сегодня у них регламент!!! Ужас!!! Не весь товар приехал!!! Никому не советую, просто отвратительно, мне из-за них придется ехать 650 км что б лично забрать...",1
969,103,Очень плохо предоставляются услуги. Для того чтобы им дозвониться я потратила 10 минут набирая цифры то 1 то 2 то 4 но не одной цифры нет где тебя будет слушать специалист 🤬😡. Набирая уже всё подряд и о чудо свершилось- ответили. Просто ужас 👎.,1
978,24,"Очень хочется посмотреть на человека, который летом в поезде южного направления, ставит в сомтав вагоны без кондея! Уважаемые, 21 век, а мы все на старинных вагонах! Поезд 477у челябинск- адлер.
Ещё забыла, в курортную зону, вагон без биотуалета!
10 лет не пользовалась вашими услугами, дай бог, Ещё столько же без них!",1
982,95,"Падала скорость интернета через Wi-Fi или совсем пропадал. Разводили руками, говорили ""всё хорошо. Пароль надёжный"". Выяснилось, что мой интернет взламывал сосед. Никакой помощи от Ростелекома не было.",1
986,1398,"Первый и единственный раз сделал заказ на Wildberries и впечатлений хватило. Магазин торгует воздухом, точнее вакуумом. Товара в наличие нет, деньги берут, но ничего не поставляют. Куда смотрят надзорные органы? Наверное они так сильно загружены, что им не до Wildberries/",1
994,550,"Перестали в инфо писать, что конкретно будет транслироваться. Просто- футбол. Тогда пишите ещё клроче- спорт. Было хорошо, нет кто то решил умником стать.",1
1011,467,"Подготовка Пинтуро, превратилась во внутренний концлагерь. Это просто чудо какое то. До каких пор мы будем слушать эту чушь.",1
1012,83,"Подключила услуги Интернета и была рада высокой скорости и низкой цене, пока не решила отключить услугу. 4 месяца мне приходили счета и каждый раз я писала и звонила в поддержку с просьбой отключить все услуги и удалить договор, отключали (как они говорили) и обещали, что счетов больше не будет (а время ожидания на линии около получаса). Наконец-то на пятый месяц... ",1
1013,132,"Подключили два месяца назад ростелеком, за провода деньги отдельно взяли хотя называл оператор другую сумму, в итоге на 1500 тысячи взяли больше, пять дней интернета нет, операторы каждый раз говорят что ждите скоро починят, интернет подключила для того чтобы работать удалённо, в итоге пять дней жду когда починят интернет чтобы приступить к работе. И НИЧЕГО НЕ ПРОИСХОДИТ. Ростелеком просто... ",1
1017,29,"Поезд 089 вагон10
Волгоград- Санкт Петербург
10.12.32-11.12.23.
Это просто ужас ночная смена вообще что-то ,не разу по форме не видили ее, двери не открывает, отправляет всех через другим вагоны, 5 мин стоянка открывать не буду,40 часов в пути как рабы сидите в своих купе и не мешайте им отдыхать .
Начальник поезда вроде ходит спрашивает как ? все хорошо?
Ничего хорошего ,проводники только всем указывают... ",1
1020,45,"Поезд Анапа -Москва №151 СА Вагон №10 Ужасные туалеты, ""Вонь"", на весь вагон !!! Начальник поезда видимо не видит, а точнее не чувствует тонкие запахи, которые отравляют пассажиров!!! Но самое интересное, проводники мило "" Улыбаются"", у нас типо, ""Всё хорошо""!!!",1
1022,51,"Поезд на Москву. Нет вагона ресторана!!! Если бы хоть написали при покупке билета, я бы не поехала! Такие сюрпризы. Не покупайте билеты РЖД не проверив сервис!",1
1027,733,"Поздравляю СберМаркет, вы надули двух женщин, приехавших из ЛНР и потерявших всё имущество на 1138 рублей!
Сегодня оформила заказ в СберМаркете, в магазине Лента, на сумму 2618 рублей. К слову это всего лишь мой третий заказ в данном приложении и конкретно в этом магазине. Предыдущими двумя заказами я была полностью довольна.
Во время сборки заказа было сделано несколько замен, по... ",1
1028,459,"Поздравляю с последним ""репортажем"" Губерниева на Олимпийских играх! Желаю, чтобы для него это было вообще последнее появление на ТВ. Хорошо бы ты навсегда исчез с экранов наших телевизоров, а твой мерзкий голос - из динамиков, уважаемый друг.",1
1030,1969,"Позор стране! Включаешь программу ГОЛОС, и о чудо я за рубежом. мы живем в России или где??? Ни одной песни на русском языке, в России нет получается музыкального генофонда, наставники как будто иностранцы. Противно смотреть и слушать.",1
1032,1798,"Позорище. Одни визги, отсутствие голосов, издевательство над слушателями.
Такое чувство , что 1 каналу глубоко наплевать на мнение зрителей .
Хорошик",1
1036,2022,"Покрутить у виска, глядя на таких "" прекрасных"" экспертов, а Попову хочется сказать, чтобы он проверился у врача. Никулин ему покоя не даёт, тронулся Попов умом!",1
1060,662,"Положили деньги на Авито кошелек, хотели приобрести товар, но деньги оказались на кошельке услуг. Третью неделю пишу им заявление о возврате денежных средств, но мне постоянно пишут неправильно заполнили заявление. А заявление постоянно исправляю так как просят они и все равно оказывается неправильным. Даже заполняли заявление с их образца и все равно не правильно. Отлично устроились за свои услуги деньги... ",1
1061,1442,"Получала заказ на пункте самовывоза в Мытищах на Крестьянкой, 23. Впечатления, конечно, наиярчайшие. Встретила меня, с моей точки зрения, девушка не совсем здоровая на голову. Выдавая мне заказ тыкнула на две пары кроссовок, и сразу в лоб спрашивает: «Вы их брать будете?» Я спрашиваю: «Как понимать Ваш вопрос? Я еще заказ даже не получила!» На что она достаточно в... ",1
1062,193,"Получили от службы поддержки ""неожиданный"" ответ! Удивили! Если вы перестраиваете маршрут и разница в расстоянии между первым и вторым маршрутом 2,2 км. и по времени 12 мин., то она будет стоить для вас примерно 2000 руб. На вопрос о том почему водители не разговариваю на русском языке и почему клиент получает в свой адрес еще и угрозы не ответили.",1
1063,511,Получили премию за английский футбол и за американские боевики. Молодцы. Кто вам вообще разрешил открыть канал?,1
1067,130,"Пользуемся им год, терпение уже просто вышло. Каждый божий день пропадает интернет и не работает. Что только операторы не говорили: видимо у вас что то с телевизором и т д (ага, со всеми тремя телевизорами, двумя ноутами и телефонами). Работаю удаленно, раздаю интернет с телефона переодически. А ну и готовьтесь, что без приставок, телевизор таинственным образом не будет работать если... ",1
1068,334,Пользуемся один месяц. За месяц несколько раз пропадает и интернет и телевидение.Посемуто телевидение работает если есть интернет.Без него не работает!!!Первый раз с таким сталкиваюсь.Вынужденое подключение.сечас опять отключили все и сказали на сутки.типо ремонт!!!!Он по 3-4 раза в месяц.,1
1070,347,"Пользуюсь МТС с 2005 года. Тарифные планы в МТС постоянно меняются. После очередного изменения, посоветовали в офисе МТС и подключили в офисе МТС ""скромный"" тариф для пенсионера в позапрошлом году ""Безлимитище"" с абонентской платой в 590 рублей. Установили автоплатеж. Год, наверное, спала спокойно....
Опять у них планы с названиями поменялись, Опять пришлось идти в офис, опять установили новый тариф ""Тарифище"",... ",1
1079,698,"Пользуюсь давно данным ресурсом, но начиная с прошлого года ушлые основатели и не менее либеральные Топ менеджеры компании решили а че мы так мало зарабатываем и решили а давайте драть деньги с людей просто за просмотры и понеслось...По факту кладу на счет в день по 150р, просмотров много, покупок ноль. Лично уверен что набрана команда ""смотрунов"" по всей стране которые... ",1
1082,998,Пользуюсь мегафон ом лет шесть. Но со временем связь хуже и хуже. Нэт просто дерьмо зашёл в здание а нэт хуяк и пропал. У вас что все передатчики замерзли в якутске? Только бабло можете воровать су*а,1
1087,1003,Пользуюсь мегафоном не первый год. Являюсь vip клиентом трачу на связь более 4000р в месяц у меня три сим карты эта овно связь не работает от слова совсем!!! Не рекомендую никому не ведитесь на их рекламу все это обман!!! Каждый раз при обращении в службу поддержки один и тот же ответ простите извините мы меняем оборудование. Хотя я нахожусь в... ,1
1088,301,Пользуюсь мтс долгие годы больше десяти лет. Сегодня возник вопрос по пакету интернета в группе. решить его в приложении не представилось возможным так как приложение выдает ошибку. все было бы прекрасно если бы ни час бесполезного ожидания,1
1098,290,"Пользуюсь этим ""ПРЕКРАСНЫМ"" оператором уже 5 лет .Первые 3 года связь была на твёрдую 4, но потом как будто его подменили. Дозвониться до оператора целая история в приёмную губернатора намного быстрее получается.Мобильный интернет вообще никак. Это в г.Краснодаре, не где-нибудь в горах! Голосовые вызовы часто обрываются! Также имел честь пользоваться домашним интернет и телевидением компании МТС около двух лет.... ",1
1102,216,"Понадобилось поездка в 3 места, с ожиданием по 2 мин в промежуточных точках. Водители отказались, сказали вызывайте в каждой точке. Типа им ездить невыгодно в рамках одного заказа! А мне (клиенту) обалдеть как удобно.",1
1109,2036,"Порадовала передача 60 минут новоявленным экспертом с большой буквы,великим аналитиком и гением мальчиком Мишей Коневым. Грех был,каюсь,но когда он появился на передаче, мы подумали что снова на сцену выпустили скомороха, но нет эхсперт. Господи,совсем опустилась журналистика и нравы до нижнего венца. О чем думают редактора и ведущие-да ни о чем. Как то Попов выгнал укронацика Белова со словами,что он ни... ",1
1110,388,"После бестолкового общения с представительницей МТС, я понял, что украсть деньги клиента, а услугу не предоставить - это нормальная практика этой компании. И оставаться на Тарифище - выбрасывать деньги на ветер. В общем, решил перейти на тариф, где нет никаких интернетов, нет никаких типа ""бесплатных безлимитных звонков"" и прочей туфты - это тариф Супер МТС. Вошёл в личный кабинет, сделал... ",1
1111,688,"После оплаты объявления аккаунт заблокировали без объяснения причины, деньги не вернули. Мошенники, схема супер.",1
1113,1861,"После сегодняшнего эфира,к сожалению, моя семья""Голос"" не смотрит. Это невыносимо- глупые отзывы судей на шикарные голоса. Возможно господа возомнили себя единственными в мире вокалистами с абсолютным слухом, а возможно только ""мяукающую современность"" допускают продюсеры в конкурс?!
Отвратительное поведение судей-головы которых устали от корон.",1
1115,660,"Последние 2-3 года на сайте творятся просто ""чудеса"". Практически каждый месяц стали отклонять объявления по причине ""Контакты в описании"". Каждый раз надо списываться со службой поддержки и доказывать, что цифровые комбинации в описании товара это производственные артикулы, а не номера телефонов. После перепроверок, правда, объявление восстанавливают, ссылаясь на технические неполадки, даже приносят извинения, а через некоторое время всё повторяется.
Но... ",1
1119,430,"Посмотрел программу на 20 апреля 2019, и что?? НЕЧЕГО. UFC второй раз в истории будет проводить бои в России (Санкт Петербург). С множеством наших соотечественников, и наш ""замечательный"" Матч ТВ забил большой и толстый, на это событие. В итоге - говноканал.Чтоб вас вообще там всех разогнали!",1
1126,372,"Постоянные задолженности, самые тупые операторы не способные объяснить ничего!!!
Единственное что МТС умеет-это облопошивать народ в салонах связи. Типа увеличить громкость или проверить аккумулятор-1000 р. При этом , ни чека, ни прейскуранта. Молодцы ребята!( мозгов у вас палата!",1
1128,36,"Посчастливилось"" купить билет на поезд Новороссийск - Мурманск!!! Купе , 4 места...думали доедем с комфортом... Но не тут то было. В вагоне было неисправно: кондиционеры в каждом купе, должны были работать, но Нет!!! Оказалось не исправным, на минуточку, все окна были забиты"" , вместо кипятка нам предоставили воду с цветом Колы! На наши вопросы начальнику поезда, он ответил это нормально.... ",1
1130,669,"Потеряли посылку
Всегда пользовались сервисом Авито, проблем не было никогда.
И тут случилось чудо на самой моей к «счастью» дорогой посылке.
Отправляли посылку с конструктором Lego в Москву, от нашего города это всего 450 ем и ничего не предвещало беды. С 03.10 посылка пришла в пункт перемещения и с те пор еще статус каждые 3 дня только продлевается

И началось наше хождение по мука,... ",1
1131,327,"Поттерял телефон и сим карту соответственно в Хабаровском крае,симка зарегистрированна в Московской области ,в регионах чтобы восстановить симку ,надо по почте ее ждать ,а тут новогодние приздники и все к одному ,теперь пока жду почтовой посылки тот кто украл мой телефон ,сможет пользоваться сервисами привязанными к данной симке ,watsapp, telegram ,очень удобно сделали для мошенников ! Молодцы",1
1134,208,Почему Ваше руководство не соизволило прочитать отзывы клиента и ответить на них.У Вас есть слова.Может быть буквы Алфавит я знаю 33 буквы .Жду ответа не от оператора связи а от ответственного лица за Ваши деяния.Сегодня Ваши услуги оправдали мои ожидания и я была довольна сервисом услуг такси отработало на 5 это отлично . Такси вызываю через оператора поэтому проблем... ,1
1139,411,"Почему не пригласили работать на канал Иоланду Чен и Ольгу Богословскую ?! Они замечательно ведут и комментируют передачи. Гламарные силиконовые полураздетые девицы совсем не понимают в спорте. Ведут себя нагло, бесцеремонно, неприятно.",1
1144,541,"Почему ярый фанат спартака комментирует матчи цска в лиге чемпионов??? Последние матчи терплю до середины а после отключаю звук так как не могу слушать какая наша команда ужасная а соперники удивительные классные команды. Супер комментатор уровень бог лучший потрясающий великий нет слов.
Генич не забывай в конце матча кричать спартак -чемпион.",1
1145,177,"Почему, почему каждые две недели г. Кемерово (а именно проспект молодежный) останься без интернета, стабильно выключение происходит в пятницу вечером, а включение в воскресенье в полночь
Почему так? В чем проблемы ? Постоянные! Ни телевидения ни интернете! Прекрасная компания, с переменными услугами",1
1146,974,"Почивав отзывы людей! Я понял, что компания мегафон решила зарабатывать ОБМАНОМ! Ну что ж это ваш выбор... Дай вам бог ""побольше"" новых абонентов. Я, моя семья, мои друзья свой выбор сделали!!! Всем буду советовать только не мегафон",1
1151,1036,Представитель Мегафона позвонил пожилой бабушке и уговорил её на более дорогой тариф обещая ей скидки на интернет кот орого у неё никогда не было. Просто безобразие!!! Обратно тариф вернуть нельзя. Молодцы ребята! И так связь стала плохой так ещё и надувают.,1
1152,23,"Прекрасно работают сотрудники РЖД на кассах пригородных поездов ! Перерыв электропоездов с 10 до 12.30 ,но не тут то было в кассах перерыв на обед с 12.00 до 13.00 ,вот вопрос ,неужели нельзя сделать перерыв на обед в перерыв электропоездов ?! Плюс на Лосиноостровской терминалы через один не работают !",1
1155,148,"При заявке сказали то что по моему адресу можно подключить 300мб... На такие условия и я соглашался, по приходу мастера сделали лишь 100мб.

По тарифу игровой ничего не подключается, тех поддержка ничего сделать не может.

На следующие утро наблюдал отсутвие интернета.

Прекрасный провайдер!
Давать второй шанс вообще того не стоило.",1
1161,679,"Придумали новый тариф с оплатой за просмотры, мой товар стоит 2,9 за один просмотр , можно размещать еще без пакета .ю как разовое объявление за 206 рублей. И даже если платишь эти 206 рублей объявление выкладывают через 4 часа общения с поддержкой, а так как время выкладки остается старое объявление сразу же уходит в поиске вниз!!!!!Отлично придумали!!!! сразу в... ",1
1164,86,"Приняли заявку, назначили день прихода мастера и казалось бы все прекрасно. Но не тут-то было. Мастер не пришел в назначенный день, никаких звонков из компании с переносом или извинениями также не поступило. Дозвонилась сама, сказали ждать, ждала неделю - молчание, дозвонилась еще раз - сказали окон свободных для устновки по моему адресу нет и распределение окон осуществляется 1 раз в... ",1
1171,828,"Приобрела тариф с безлимитным интернетом, не смогла посмотреть ни одного фильма Пробую каждый день, но бесполезно. В компании говорят, что всё хорошо у меня должно быть.
Телефон у меня самый современный.
У Мгтс и МТС интернет летал со свистом.
Купилась на рекламу с безлимитной раздачей интернета",1
1175,454,"Приходится смотреть все репортажи с выключенным звуком. Ну скажите, зачем комментаторы говорят счёт в параллельном матче?!!! Какое удовольствие потом смотреть зная счёт?!!! Просто бесит от бессилия.",1
1176,637,"Пришел отправить посылки. Купил две коробки, оплатил. Не хватило данных получателей, пришлось забрать коробки с содержимым. На следующий день повторно взяли за коробки (такой порядок) и ""дикую"" оплату до Москвы (750 руб). Оформляли полчаса - любимая почта России, ау!))",1
1179,394,"Пришлось мне как то купить 1 сим карту и телефон в мтс. Вышел из салона счастливый покупатель телефона и сим карты в лице меня. Дали еще 1 сим карту ""в подарок"". Так вот оказалось, что сим карта вторая подарок именно в кавычках, стоит он 250 рубле, да еще и абонентская плата от 600 р в месяц. Неплохой подарок, который не... ",1
1183,1085,"Проверил баланс перед пополнением, сделал пополнение ровно на столько чтобы выйти в плюс, так как редко пользуюсь этим номером. После пополнения (без процентов) остался издевательский минус 71 коп. Девушка из службы поддержки с издевательски хорошим настроением заявила, что у них лицензионная программма и ошибок быть не может.",1
1184,2019,"Программа деградирует с каждым днем. Орут, перебивают. Нытье ведущих умиляет. В программе как в курятнике, повыше залесть и наорать (наср...) на нижнего. Программу 60 минут переименуйте в программу курятник ВГТРК.",1
1187,291,Продолжение эпопеи что была описана 4 ого февраля. За сегодняшний день интернет с 20 00 до 21 00 пропадал 16 раз ( пока пробовал в нем посидеть- погоду хотел посмотреть- страничка гисметео не загрузилась). Через модем соседа -другой провайдер соединился с вашим центром. Ответ шикарный у нас все впорядке. На ваш номер придет смс с результатами проверки (номер на... ,1
1195,44,"Просто не объяснить словами про продажу билетов на поезд деда мороза. Второй год пытаюсь купить внучке билет и это какой-то кошмар. Сегодня взяла билет ура ,но не тут было ( про то как проходит оформление отдельная история) на всё ушло минут 5 и о чудо никакого забронированного билета не оказалась . Как так я же его взяла,на сайте даже... ",1
1198,1975,"Просто ужас, эти чудо - наставники опять выбрали самых бегголосых, за исключением Ведьман.
Последний выбранный ими самородок с "" ненавижю"" , просто рассмешил.
Представляю, какие будут поединки и не представляю какой будет победитель в этой капелле.
Зрителям нужно давно понять , что их мнение никого не интересует.",1
1200,682,Просто украли товар и не вернули за него деньги. Молодцы! Отлично нажились! И товар прибрали и деньги. Никогда не пользуйтесь этой поганой конторой!,1
1201,1897,"Противно смотреть на оголившиеся плечи мадам Максим, которая якобы является наставником, ведь там маленькие дети, перед кем выставляется??? Сидит как .....А дети все прекрасные, просто ангелочки, любуешься ими, доставляют радость!",1
1206,2020,"Прям как мы, точь в точь. Мы здесь озолотели все и Беларусь озолотеет. Сделал вывод, что Попов не в себе, кукушка поехала.",1
1233,628,"Ранее часто пользовалась СДЭКом, но теперь желание отпало.
Очень взвинтили цены. Всё, чтобы впарить договор. Отправила календарик А4 за 900+ рублей, а друг оплатил 1300+ потому что перед выдачей сделали пересчёт и пересчитали типовой конверт G/17 как 43х43 см, а вес календаря - якобы 900г (12 листов а4 почти килограмм, ага). В чате отказались исправлять ситуацию, хотя было фото упакованного... ",1
1241,452,"Раньше канал был на много лучше, но с уходом многих ведущих испортился, равной замены им не нашли. Хочется сбросить по какому принципу и лет набор новых ведущих, главное внешность??? По мне главное чтобы в спорте соображал хоть немного а не глазки строить умел и губки накачанные им всё остальное...",1
1247,267,"Ребята работаете классно! Ждете хозяев машины которую забрал эвакуатор и тут же подбегает, практически ни чего не объясняя. А цена доставки...... Учитесь у яндекс такси все кто хочет заработать на проблемах других!!",1
1248,595,"Ребята, молодцы!!! По телефону горячей линии не дозвониться, на сайте жалобу не подать, на письма в отдел качества никто не регаригует, респект, никто ни за что не отвечает в этом шаражке, менеджеры как попугаи повторяют только одну фразу ""у нас регламент"". Столкнулась с тупостью 80 уровня, на получаемую посылку была смена получателя, отправитель собственноручно написал заявление и скан заявления был... ",1
