,text,label
382,"Почему никто не несёт ответственность за пошлость на первом канале России. Передача для детей и с участием детей и кто сидит в жюри две татуированные особы и дама с откровенным декольте. (Я уже не говорю о поведении данных персон) Репертуар , предложенный кураторами для детей, не выдерживает никакой критики! Ну как же не стыдно устроителям этого шоу?! Две ,наверно хорошие... ",0
383,"приходит на почту такое вот сообщение от Е раскрутка:""Добрый день, мы заметили что вы часто покупаете ссылки на наших ресурсах, возможно вы покупаете их через биржи, которые берут большую комиссию. Мы предлагаем вам работать на прямую, что выгоднее для вас. .""Ну начнем с того что наша фирма сотрудничает напрямую с вебмастерами, хотим сообщить всем о том чтобы люди понимали какими методами пользуется данная ""конторка"", так же хотим заметить что у данной ""фирмы"" есть несколько названий.",1
384,"Всё в том же духе протекает рабочий процесс исполнителей, оценок судей и их нескромное поведение,подыгрывание друг другу и постоянные взоры на Гагарину, что она скажет. Словарный запас звёзд в креслах расширился в последнем выпуске, "" медок, кайфово прибавились к супер, круто и вкусно""! Хвалебные речи Зиверт от коллег, ""украсившей этот проект"", не уместны, если только эту хвалу и поддержку защитать... ",1
385,"Ну что сказать, комментировать такое чудо компанию не хватает слов,несостоятельная как личность госпожа Коробейникова Татьяна, мягко скажем, не понимает, чем она вообще занимается. При обращении в компанию Бизкон, она же ИП Коробейникова Татьяна, возомнили себя гуру управленцами и профессионалом, способным ""помочь"" бизнесу, я бы назвал это ""утопить"" Ваш бизнес, более подходит под реальность. Потратил на них кучу времени и нервов, в итоге ни отдела продаж,ни результатов, ни выстроенных обещанных бизнес процессов. Зато обещания сказочные. ",1
386,"ГОСПОДА, не ВКЛАДЫВАЙТЕ туда ваши средства. Сначало делают первую выплату дабы заманить, потом просто банят, после того как залил крупную сумму. Если стали их жертвой, советую обратиться в отдел ""К"" МВД или оставить заявление на сайте МВД с указанием кошельков и разъяснением обстоятельств! Надеюсь смог вам помочь если что...",0
387,"Плёнка на коробке была надорвана. В остальном без нареканий, все хорошо. Товар в рабочем состоянии. Все четко.",0
388,"По факту прикупили 10-рублевую программку и торгуют тендерами, которые на ... не нужны ни одному нормальному подрядчику и которые они совместно с другими ""услугами"" впаривают юридически/финансово безграмотным лохам. Не ведитесь на их сайт с положительными под копирку отзывами - это всё мишура, один из способов заставить человека расстаться с деньгами.",1
389,"Добрый день!Хотелось бы поделиться своим негативным опытом общения с этим агентством недвижимости.Вежливый менеджер Михаил, объяснил, что без оплаты их услуг, со мной работать не будут!Я конечно же оплатила! Мне сказали, что есть несколько подходящих для меня вариантов.Сегодня мне перезвонили и объяснили, что уже ничего меня заинтересующего нет.Нужно ждать, естественно неизвестно сколько!!!Мне предложили составить претензию на возврат стоимости услуг агентства- но я так понимаю, для ""галочки"".Пожалуйста, не ведитесь, на развод этих людей.",0
390,"22 ноября 2024 года в доме пропал интернет и интерактивное телевидение от Ростелекома. Сегодня 29 декабря 2024 года скоро Новый год, но услуги по предоставлению интернета и интерактивного телевидения так и не предоставляют, больше месяца ссылаются на устранение аварийной ситуации и кормят завтраками. Вот так Ростелеком поздравляет своих клиентов с Новым годом! Наверно придется искать другого провайдера.",1
391,"Диана и Сергей мы хотим поблагодарить и сказать всем кто еще одинок идите за личным счастьем в тайм ту лав наш лбимый клуб огромное вам спасибо! МЫ ПОЗНАКОМИЛИСЬ У ВАС ЧЕТЫРЕ ГОДА КАК... Всем кто создал этот проэкт низкий поклон ❤ Вчера встречалась с подругой, которая ходит сейчас к вам на тренинги!",0
392,"Экспресс доставка 2 рабочих дня растянулась на 5 рабочих дней.
вы считаете что чудес не бывает, а я вот теперь верю после очередной доставки СДЭком
И ведь я же сама заплатила за эти ""два рабочих дня"".
а особенно мне понравилось общение с оператором
Вы если не можете выполнить свои обязательства, тогда не обнадеживайте клиента. Мы обратимся в другую Курьерскую службу, Вы не единственная компания... ",1
393,"Меньше чем через месяц после ремонта в одной из комнат обвалился потолок. Точнее, штукатурка с него - площадью где-то 3-4 квадратных метра. Хорошо, никого из нас в тот момент в квартире не было - такие куски очень даже могли навредить. А касательно ""гарантий"" - пишу это спустя месяц после собственно аварии. Разумеется, фото с описанием ситуации в целом ушло им сразу же, однако каких-либо действий по исправлению ситуации ими предпринято не было.",1
394,"Был БЫ достаточно интересный сайт, если бы не абсолютно ХАМСКОЕ отношение администрации к посетителям! Просто гестаповская модерация, которая не поддается никакому логическому объяснению и, главное, АБСОЛЮТНО НИКАК не соответствует их же правилам! Модер умудрился удалить мой пост с поздравлениями актрисе в ДР!? Любая критика или просто замечания - сразу дают бан по принципу: ""я тут - БОГ, а ты - НИКТО"". Ставлю жирный крест - в мусор!",0
395,"Третий месяц, как сборщиком здесь работаю. Ну скажу так, что оплате точно так, как и говорили на собеседовании, то есть не обманули. Список обязанностей не слишком большой, но нужно быть внимательным, аккуратным и не пререкаться с начальством. На данный момент пока что все хорошо, буду работать дальне, я студентка и такой заработок меня устраивает.",0
396,"Сегодня Мегафон меня ""отблагодарил"" за долгое сотрудничество. Предложили подключить новый тариф по льготной цене, рассказали только о преимуществах, конечно. Когда я попросила время, чтобы хорошо ознакомиться с условиями тарифа и позже принять решение о переходе на него, девушка сказала, что тогда льготная цена не будет действовать, что если я перейду сейчас, то в первый месяц для моего удобства (я, наивная,... ",1
397,"Инстагадость. Больше сказать нечего. Откуда это чудовище? Голоса нет, что происходит? Хотелось бы надеяться, что это не удачная шутка.",0
398,"когда я набрала оператору и сказала,что не положили 3 бул.пива,она ""искренне"" удивлялась что такого быть не может и что, чем я могу помочь,это что такая работа у них?почему не связалась с курьером.почему не дала сдачу.что за отношение к клиентам,я заказываю на дом еду постоянно,но с таким отношением к людям столкнулась первый раз,хочу вам пожелать чтоб вы быстрей закрылись!!!!ТАК РАБОТАТЬ НЕЛЬЗЯ!!!!",1
399,"Зделал заказ на их сайте,через 6 часов перезвонили,сказали что резины в наличие нет,но скоро появится по цене ""чуть"" выше чем была.Вывод: Не ведитесь на хорошие ценники,это всё обман",1
400,"Совершала поездку по личным делам от 16.12.23 поезд «Ласточка», номер поезда 725, «Санкт-Петербург- Москва». Вагон (номер 5) чистый, температура оптимальная, предлагают в продаже напитки: чай, кофе, закуски и тд. Вагон оборудован туалетом, кулером с водой, мусоркой, что очень радует. Единственный момент, наличие розеток, а точнее их отсутствие. У туалета толпа, все стараются занять заветное место рядом с розеткой хоть на... ",0
401,"Матч ТВ это просто отстой. Вот и сейчас,по программе чм по лыжам, а показывают какую- то программу американскую про мордобой. Смотреть матч ТВ становится все более противно, особенно Губерниева. «Нарцисс» натуральный.",0
402,"Занимаемся возвратом средств с брокерских организаций. На GeoInvest Group поступает много обращений в связи с:- ""слитием"" счетов- блокировкой счетов- отклонением заявок на вывод и т. д.Если были эти, либо же ещё какие проблемы с организацией, обращайтесь perunov.fx92 @ gmail .comКонсультации абсолютно бесплатно.",0
403,"Заказала ребенку-инвалиду коробочку для рисования песком с подсветкой за 3880. Прислали грунт для посадки клубники. Как вам не стыдно. Пусть ваше ""добро"" вернется вам сторицей.",1
404,"Считаю, что спортивным телеканалом может руководить Иоланда Чен. Она прекрасно разбирается в спорте, умная, харизматичная и будет на своем месте. Включаешь канал, а там вместо спорта показывают зачем то художественные фильмы или гламурных кривляк говорунов, не имеющих отношение к спорту. Канделаки должна уйти !",0
405,"ЭТО мошенники НЕТ ни ДЕНЕГ ни ТОВАРА, после отправки денег, начинаются отписки, а потом связь с ""менеджером"" и ""оператором"" прерывается, все переадресуется на какую то транспортную компанию, (несуществующую)Господа это МОШЕННИКИ ",1
406,Очень рад что выбрал этот магазин. Покупали телевизор. Очень быстро перезвонил оператор и помог определиться с моделью. Доставили на следующий день. Спасибо большое!,0
407,"Неоднократно приходилось пользоваться услугами этого такси и вот что от себя хочу сказать: к водителям у меня нет претензий (или мне везёт на людей!?)) - всех, кто был за рулём могу только поблагодарить!
Но вот операторы данного сервиса - это что то с чем то... Несколько раз перевирали названный адрес!
Почему нельзя оставить жалобу на оператора? Почему нельзя нанять местного... ",0
408,"Почти месяц назад закала в данном интернет магазине товар, оплатила его, отписались мне по эл. почте - ""спасибо за заказ, ваша оплата прошла"" и всё тишина. Никому не советую связываться с этим магазином",0
409,"Уважаемое руководство компании Мегафон, настоятельно рекомендую пересмотреть свой подход к сервису обслуживания действующих клиентов. Тратить огромные средства на рекламу с участием звезд для привлечение новых клиентов и так неуважительно относится к существующим, на мой взгляд нерационально.
Я очень редко пишу негативные отзывы, но тут, как говорится, переполнило!
Ситуация следующая: я давно отказалась от услуг Мегафон, но моя мама пользуется оператором... ",0
410,"Крайне не доволен работой ""мастеров"" фирмы. Во-первых, само отношение к клеинту какое-то хамское. Сроки сорвали, к смете плюс сто тысяч в итоге прибавили. Что-то я вообще не доволен таким ремонтом!",1
411,"Интернет не работает связь дерьмо. Мегафон, спасибо за испорченное время, за четыре месяца. Пошол пятый месяц терпения. Но я больше не хочу иметь дело с таким беспределом и не уважением к своим клиентам.",1
412,"От хорошей жизни народ не выйдет никогда! Давай достойные зарплаты, достойные пенсии, хватит петь свои песни! А то и наш народ долго терпит, но больно бьёт! Думайте головой, когда очередной кусок в карман себе кладете! Народ достоин лучшей жизни!",0
413,"Никогда не попадайтесь на удочку этого магазина!!!Обслуживание отвратительное и создается впечатление,что там работают одни мошенники!!!Уже два месяца не могу получить свои деньги обратно за возвращённый товар.Причём вы расплачиваетесь наличкой,а вот получить свои деньги даже по безналу проблема!!!Так работает этот якобы ""отличный"" магазин!До начальства вы никогда не достучитесь,информацию вам такую просто не предоставят и будут постоянно откладывать возврат на неделю.УЖАСНЫЙ МАГАЗИН!!!",1
414,"ЗАКАЗАЛ У ЭТОГО МАГАЗИНА ТЕЛЕФОН Xiaomi Redmi 5 2/16gb Black ЗА 9880 Р НАЛОЖЕННЫМ ПЛАТЕЖОМ,СЕГОДНЯ ЗАБРАЛ ИЗ ПОЧТЫ ПОСЫЛКУ,ПРИШЕЛ ДОМОЙ ОТКРЫЛ ПОСЫЛКУ А ТАМ ПОРВАННАЯ КОРОБКА И ЛЕЖИТ ВСЕМИ ЛЮБИМЫЙ И РОДНОЙ NOKIA 8800 КОТОРЫЙ ДАЖЕ НЕ ВКЛЮЧАЕТСЯ!! ЛЮДИ НЕ ПОКУПАЙТЕ У НИХ НИЧЕГО ,ЕСЛИ У КОГО ЕСТЬ ХОТЬ КАКАЯ-НИБУДЬ ИНФОРМАЦИЯ ПРО ЭТИХ ""КОММЕРСАНТОВ"" ,НАПИШИТЕ МНЕ СЮДА  Mail.ru tolichzhan@mail.ru",1
415,"провели за 3 недели в квартиру интернет по ADSL)))))
ЗА 800!!!!
ЗА 800!РУБЛЕЙ
скорость шик, 1мбит.
когда расторгал договор трижды собачился со всеми операторами по телефону.",1
416,"Всем Привет.Еще совсем недавно я работал в компании ""Петро-Строй"".Ушел потому что устал от всего того негатива что там происходит как внутри так и внешне с клиентами.Вместо того чтобы расти и развиваться идет тенденция в обратную сторону.Квалификация некоторых сотрудников напоминает делитанство. Основная задача руководства это максимально в краткие сроки вытянуть бабки у клиентов-поэтому малярка их не интересует хотя маляры есть в наличии...Материалы действительно лучшие в городе но клиенты за их установку платят в три дорого..Не призываю не обращатся в данную фирму а предостерегаю быть повнимательней при сотрудничестве с данной компанией!!!",0
417,"Заказывала ремонт 1 комнаты.Мне НЕ понравилось ВСЁ:- сумма по смете сильно отличается от итоговой при том же объеме работ (объясняется это тем, что ""сметчик перепутал и не учел"", сам сметчик Станислав потом на звонки не отвечает),- - по времени ремонт занял не ""5 дней, от силы неделю"", как обещалось в начале, а две с половиной недели. Эти ""мастера"" умудрились испортить даже то, чего ремонт не коснулся.После этой ""фирмы"" мне по ходу нужен второй ремонт!!!",1
418,"Поттерял телефон и сим карту соответственно в Хабаровском крае,симка зарегистрированна в Московской области ,в регионах чтобы восстановить симку ,надо по почте ее ждать ,а тут новогодние приздники и все к одному ,теперь пока жду почтовой посылки тот кто украл мой телефон ,сможет пользоваться сервисами привязанными к данной симке ,watsapp, telegram ,очень удобно сделали для мошенников ! Молодцы",1
419,"Эта организация не платит рабочим зарплату, обманывает, на собеседывании кадровик заманивает лучшими условиями, что на самом деле не является действительностью. Типичная семейная конторка, где за свои ""косяки"" отвечают деньгами работники. Не связывайтесь.",0
420,"Отвратительная контора низших слоёв, зачем они вообще берутся за работу о которой даже представления не имеют как ее выполнять, специалисты у них меняются через день ""профессионалы"". Вообщем ребята чтобы сохранить свои нервы и ДЕНЬГИ и самое главное время, облетайте самолетом эту контору бездарей!",1
421,"Да, все верно. Это просто сбор денег с лохов. Не ведитесь на такие обманы. Большое желание постоять у них по дверью, потратить свое драгоценное время еще, которое я и так потратила на этих сволочей и рассказывать всем, кто придет, что это за ШАРАГА!!!!",0
422,"Также как эта престарелая кидает работников, партнеров и даже арендодателей, то будьте уверены, что она кинет и вас.ИП Кочеткову Ольгу Евгеньевну в г. Коломна, якобы дилера фабрики брака Требити, она подставила более чем на 150 000 рублей и под статью. Это все и есть Требити со своими вонючими фартуками, кривыми обоями от которых отваливается пленка и перекупленным китайским ""типа"" скинали на куске от теплицы.Если хотите проверить - найдите на этих сайтах хоть одни реквизиты продавца и адрес офиса юридический и фактический или адрес ""якобы"" производства, которого просто нет.Это мошенники чистой воды!",1
423,"Еще недавно это был мой оператор, и он мне не нравился совсем. Сравнивая с другими, понимала, что денег они дерут немерено , а отношение к клиентам - хуже некуда. Рада, что теперь пользуюсь совсем другой связью и за ""Старом"" совершенно не скучаю.",0
424,"с вечера 21.03.2022 по утро 22.03.2022 МТС списал аж 31 раз по 341,8 мб, т.е более 10,5 Гб с мобильного устройства (как роутер телефон не подключен, автоматического обновления программ нет, входа в интерент с устройства с вечера 21.03.22 по утро 22.03.2022 не было). телефон с неполной зарядкой даже не разрядился, чудеса! С текущего тарифа списано более 4,5 Гб и платно... ",1
425,"Пятого февраля пришло смс, что пора внести платеж, обычно указывали остаток и сумму, необходимую для внесения! И только поэтому вошла в приложение! Дальше как и у всех! День сурка!
Собираемся группой писать обращение в ФАС",0
426,"Поздравляю с последним ""репортажем"" Губерниева на Олимпийских играх! Желаю, чтобы для него это было вообще последнее появление на ТВ. Хорошо бы ты навсегда исчез с экранов наших телевизоров, а твой мерзкий голос - из динамиков, уважаемый друг.",1
427,"Не отправляйте туда свои деньги, обратно уже не получите никогда! Всем отзывам об этом замечательном обменнике, работающем много лет, не более 3 дней. Созданный на коленке сайт, номер телефона, по которому вы ни до кого никогда не дозвонитесь, и несуществующий ""реальный адрес точки"". Забрали все мои деньги и ни копейки я обратно не увидел... Остерегайтесь этих мошенников",1
428,"Доброе время суток, хотела поделиться своими впечатлениями о поездке 2 сентября номер поеда 274 вагон 7 место 32. Ехала с мужем до станции Шумерля в Сергаче решила выйти подышать свежим воздухом даже не смотря на то что стоянка длилась 2 мин, а меня не пустили сказали просто нет и всё не чем не объясняя. Нарушали мои прова. И у меня... ",0
429,"Смотрю футбол с выключенным звуком.Ни одного нормального комментатора.Особенно ""хороша"" сладкая парочка Черданцев-Арустомян. Передачу ""после футбола"" нужно переименовать в ""без футбола"" или ""около футбола"", т.к. один треп Черданцева (болтлив как баба) с приглашенными гостями.И это вместо обзора матчей , как было у Стогниенко на России-2. ""Лучший"" комментатор биатлона Губерниев лезет в футбол (ЧЕ), а теперь и в хоккей.
Его наглая и агрессивная... ",1
430,"Негативное отношение к компании.Постоянные обрывы пинга! Проводили интернет почти неделю!Оплата за такой интернет 800р!!!
Это безумно много за такой интернет!!!",0
431,"Являюсь абонентом Мегафона более 20 лет, но последнее время только отрицательное мнение о нём. У меня архивный тариф с безлимитным интернетом. Последние пару лет мне периодически предлагают перейти на более» выгодный» тариф с большим количеством минут, естественно дороже. Я отказываюсь, говорю , что уйду к другому оператору, мне делают скидки. Но вот уже более полугода тишина, и вот, сюрприз: приходит... ",1
432,Нужно было эти выборы байкотировать. И всем не ходить. Самое умное решение.,0
433,"Конфеты Лорентини ""Вишня в шоколаде"" Саратовской фабрики (ул.Техническая, 16) в коробке количеством 10 штук имеют химический запах, а также привкус. После того, как съели по одной конфете, все почувствовали недомогание и расстройство пищеварения. пришлось применять лекарство. Такие продукты не должны попадать на прилавки.",0
434,"Ни в коем случае ничего не заказывайте у этого ""продавца"" разводит на деньги только так! потерял из-за него 25000рублей. хочу вас все предостеречь от него!",1
435,"Я - курьер и мне нравится пока все: от размера зп до отношения со стороны руководства. Все честно, оплата вовремя, в полном размере.",0
436,"Не ведитесь, шаражкина контора. Просят документы, ничего не рассказывают сначала, тянут время, вещают про 'стажировки'. Публикуют разные вакансии, ничего из этого правдой не является. Не тратьте своё время! Обходите стороной.",1
437,"Это не сервис а компания дилетантов. Три недели нет никакой реакции на запрос что происходит с тестированием моего НТС Desire (перезагружается, при приемке аппарата на Горбушке ""специалистка"" сказала что проблема в прошивке, решаемо, и конечно же решаемо быстро), на имейлы не отвечают (когда до сдачи аппарата спросил о возможности ремонта ответили быстро, видно любят бесплатные телефоны). Также нет реакции на отзыв оставленный на их сайте (это само собой), с требованием вернуть телефон и поздравлениями с поразительным отсутствием даже намека на сервис. ",1
438,"На протяжении полугода хочется телефон кинуть об стену по причине ужасного качества мобильного интернета.
Повышая оплату за тарифы, следите за качеством предоставляемых услуг.
Пользуюсь одним номером в мтс на протяжении 17 лет. Последнее время каждый день есть желание поменять оператора.",0
439,"Двери от этой компании ждали 2 недели. А потом нам отвратительно установил их ""мастер"" Аслан. При замере не учел снятие порога, двери оказались коротки сантиметра на 3 (""вентиляция"",- оправдался ""мастер""). Гвозди торчат из дверной коробки, наличники прибил прямо на пороги, не удосужившись подрезать. При этом 3 дня кормил завтраками и сейчас едет переделывать уже неделю.",1
440,"Я столкнулся с бездействием Карнаухова А.С.Который является участковым по Булатникову.В ночь с 9 на 10 апреля был вызван наряд полиции,так как со стороны соседней доли в доме гремела музыка,дикие крики восторга и т.д.Было написано мной заявление,составлен протокол о административном правонарушении,который я подписал и наряд ,который выехал на место по адресу сами лично зафиксировали все""своими ушами"".Прошло время,связался с Карнауховыми тот обещал после праздников явиться на место и разобраться ....Но.Потом передумал и решил солгать ,что больше не является участковым по пос.Булатниково.А врать как то не очень красиво должностному лицу.Вообщем сам себе там указ .""Хочу разберусь,а хочу и передумаю"".Было написано заявление в ГУ МВД РОСИИ по московской области и конечно никто и не думает останавливаться,так как считаю позором все что произошло.Участковый знает свои обязанности и должен работать или надо уходить.",0
441,"Свадьба была 06.07.2015Александра и Всеволод.Во первых, хотелось бы отметить безумно неприятное поведение девушки Алёны. Она постоянно была чем-то недовольна и всячески это демонстрировала своим выражением лица. Один из гостей вспоминает её фразу ""А они что,тоже фотографироваться будут""?Сказано это было во время прогулки с гостями.Фотограф и оператор постоянно куда-то уходили,НАМ приходилось их догонять и звонить им,когда они уходили далеко.На сайте заявлено FULL HD качество, что на деле оказалось обычным HD.На вопрос,заданный их менеджеру,она сказала ""ну качество же хорошее"".Видео постоянно трясётся,звук ужасный,кадры часто обрываются на полу-слове,никакой покадровой обработки там и в помине нет.Фотографии не на столько плохи.их просто в 2 раза меньше,чем заявлено. А обработка заключается в фильтрах сепия,чб и размытие по краям. Часто страдает фокус.Никогда и никому не будем советовать данную шарагу.",0
442,Интернета нету пинг в играх не менее 100 000. А теперь плюсы: разраб ПопкаФона ты наверное единственный кто даёт за 700 рублей понос на блюдечке пробовать не стал хотел сфоткать камера разбилась. Всего вам хорошего в разеботке ТвояМамкаФона 😁🖕,1
443,"Доброго дня.
Стала самая отвратительная связь,интернет не работает вообще.
Года 3 назад перешёл с МТСа,работал отлично, последние года 1.5,связь отсутствует, интернет не работает, от операторов слышу лишь одни отговорки,то холмики мешают зоне покрытия,то кустики,при том что я практически всегда в городе,ау какие холмики?
Что у них хорошо работает, даже это отдел маркетинга который говорит про ооочень скоростной интернет и суперсвязь.",1
444,"Сам являлся обладателем столь ""замечательных аппаратов"", которые вернул в феврале через суд за полную стоимость. Раньше была компания ООО ""Новотач"" (продавали новые аппараты), далее в апреле создали компанию ООО ""Энтач"" (на данный момент занимаются скупкой б/у аппаратов у своих же старых клиентов и продают их под видом новых). ",1
445,"Надежное место работы с душевным коллективом. Гарантированна своевременная зарплата и карьерный рост (при условии хорошей работы и умении налаживать связи). Сразу всё не дается, но для тех, кто работает на совесть - и премии и повышения. Есть внутренняя система обучения сотрудников.",0
446,"Олег Акуратов лучше этой девочки!!!! Какая-то ошибка или что? Несправедливость чистой воды!!!! Надо пересмотреть голоса зрителей, кто и как голосовал, опять интриги или она блатная?",0
447,"Время 22.34 Шикарная песня и исполнение русской настоящей песни. Что происходит?! Так называемые ""патриоты"" нашего ТВ на Первом канале не услышали настоящий голос и песню??? Гагарина, безголосая и непонятно откуда проявившееся Зиверт, Пресняков с его никчёмными песнями, Беляев.... Вы реально не слышите русские песни с голосом. .. Бред, а не передача.",1
448,"Пользовался года полтора – за это время сервис не высылал никаких уведомлений о фиксированных взносах или перевыпуске электронной подписи а потом тычут лицом в договор и говорят что не обязаны были, что типа я сам должен был в настройках включить уведомления где-то))) ",1
449,"Хочу сказать спасибо руководству компании Сбермаркета: кто принимал решение заключить со мной договор, кто обучал и продолжает помогать и сейчас. Я рада, что попала в такую сильную команду, уверена, что услуги доставки продуктов будут с годами только развиваться.",0
450,"Мне нравится, что при использовании ""Яндекс.Такси"" можно не звонить оператору такси, не объяснять куда вызывать машинку, потом не ждать сообщений или перезвона с уточнением когда/ где/ какая машинка за тобой приедет. Это занимает лишнее время и получается эффект ""испорченного телефона"" между мной-оператором-таксистом.
Благодаря приложению все эти моменты недосказанности упрощаются - вводишь в ""Яндекс.Такси"" необходимый запрос и время заказа -... ",0
451,"В службе поддержки Мегафон оператор разговаривала передразнивая меня! Я очень удивлена, что в компании такого масштаба возможно такое неуважительное общение с клиентами! На рынке с таким не столкнёшься даже!",0
452,"ДМС включает стоматологию, а также действуют выгодные скидки у партнёров. Для сотрудников открыт доступ к обучающим материалам на портале. Работа интересная, без рутины. Но! Высокий темп работы, всегда нужно быть в курсе событий.",0
453,"В Днепропетровске я была в командировке и выбрала для себя гостиницу со скромным названием ""Надежда""  она находилась близко к центру - что было очень удобно для меня. При заселении в гостиницу меня ознакомили с ее правилами - которые оказались похожими на правила какого стандартного общежития - что я и высказала ""вахтерше"" - на что в грубой форме мне предложили подыскать что нибудь другое если не устраивают их правила поселения. Бар который работал в гостинице закрывался в 23,00 - что было очень не удобно , так как я страдаю бессонницей и при этом всем требовалось соблюдать тишину в номере - это подразумевало и выключение телевизора, курить в номере также было нельзя и каждый раз мне приходилось спускаться на улицу - что мне кажется для посетителя платящего такие деньги за проживание в отеле не приемлемо.",0
